ticker,sales,purchases,net_activity
AAOI,1,0,-1
APLS,2,0,-2
BDC,1,0,-1
BXSY,0,2,2
C,1,0,-1
CALC,0,2,2
CARG,2,0,-2
CBAN,0,1,1
COHR,5,0,-5
ELV,0,3,3
ESPR,2,0,-2
FAST,3,0,-3
FTHM,3,0,-3
GALT,0,1,1
HIMS,3,0,-3
JNJ,1,0,-1
MDGL,18,0,-18
MRUS,1,0,-1
MS,7,0,-7
NEGG,0,4,4
NOC,1,0,-1
ORCL,1,0,-1
PAPL,0,3,3
PATH,1,0,-1
PENG,2,0,-2
PETS,0,1,1
PHAT,1,0,-1
RCG,0,7,7
RFMZ,0,3,3
SLG,1,0,-1
SRRK,1,0,-1
STSS,0,1,1
TEAM,10,0,-10
TPL,0,1,1
U,2,0,-2
UTGN,0,1,1
